Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,1156430382,hardhatman (4/7),0,137,P Aníbal Sánchez P Robbie Ray OF Ronald Acuña Jr. 2B Kolten Wong 3B Matt Chapman OF Stephen Piscotty OF Ramón Laureano SS Marwin González 1B Lucas Duda C Jonathan Lucroy,,Khris Davis,OF,17.72%,0
12,1156435433,gerome.chessen (1/7),0,135.25,P Corey Kluber P Sonny Gray 3B Eduardo Escobar SS Alex Bregman 2B Gleyber Torres 1B Yonder Alonso C Austin Romine OF Adam Duvall OF Marwin González OF Jake Cave,,Greg Garcia,2B,16.88%,8
13,1156293582,t5662jp (7/7),0,134.55,P Sonny Gray P Wei-Yin Chen SS Manny Machado OF A.J. Pollock 3B Max Muncy 2B DJ LeMahieu OF Cody Bellinger C Yasmani Grandal OF Chris Taylor 1B Tyler White,,Cody Bellinger,1B,15.61%,3
14,1156546843,jbino30 (1/2),0,133.65,P Jhoulys Chacín P German Márquez OF Christian Yelich 1B Max Muncy SS Eduardo Escobar 2B Gleyber Torres 3B Mike Moustakas OF Steven Souza Jr. OF Josh Reddick C Salvador Perez,,Chad Pinder,2B,14.77%,13
15,1156357506,Gibbert2,0,133.2,P Jameson Taillon P Wei-Yin Chen 1B Paul Goldschmidt OF Giancarlo Stanton 3B Justin Turner SS Eduardo Escobar OF Cody Bellinger OF Lorenzo Cain 2B Logan Forsythe C Jonathan Lucroy,,Marcus Semien,SS,14.35%,2
16,1156538170,Bigb16 (6/7),0,132.65,P Clayton Kershaw P Robbie Ray 3B Alex Bregman 2B Jose Altuve SS Carlos Correa OF Stephen Piscotty 1B Tyler White OF Marwin González OF Craig Gentry C Jonathan Lucroy,,Wei-Yin Chen,P,14.35%,32.7
17,1156138450,BigShotRobTX (1/7),0,131.65,P Clayton Kershaw P Robbie Ray OF Giancarlo Stanton 3B Matt Chapman 1B Matt Adams OF Stephen Piscotty SS Marwin González 2B Chad Pinder OF Mark Canha C Jonathan Lucroy,,Stephen Piscotty,OF,13.92%,0
18,1156138451,BigShotRobTX (2/7),0,130.95,P Clayton Kershaw P Aníbal Sánchez OF Giancarlo Stanton 1B Edwin Encarnacion 3B Matt Chapman SS Marwin González OF Chad Pinder OF Mark Canha 2B Logan Forsythe C Jonathan Lucroy,,Jose Altuve,2B,13.50%,16
18,1156199128,mforo60 (6/7),0,130.95,P Clayton Kershaw P Aníbal Sánchez 3B Nolan Arenado 1B Edwin Encarnacion OF Matt Adams SS Marwin González OF Chad Pinder OF Mark Canha 2B Logan Forsythe C Jonathan Lucroy,,Craig Gentry,OF,13.08%,5
20,1156400198,melmarco (2/5),0,130.5,P Justin Verlander P Clayton Kershaw 3B Kyle Seager OF Trey Mancini SS Andrelton Simmons OF Manuel Margot 2B Logan Forsythe 1B Hunter Dozier C Jonathan Lucroy OF Rosell Herrera,,Giancarlo Stanton,OF,12.66%,7
21,1156430417,hardhatman (5/7),0,130,P Aníbal Sánchez P Robbie Ray SS Manny Machado 3B Max Muncy 1B Edwin Encarnacion OF Cody Bellinger OF Greg Allen OF Marwin González 2B Logan Forsythe C Jonathan Lucroy,,Max Muncy,1B,12.24%,21
22,1156482717,Mberk1717 (5/7),0,128.5,P Clayton Kershaw P Wei-Yin Chen OF Ronald Acuña Jr. OF Khris Davis 3B Matt Chapman C Yan Gomes OF Josh Reddick 1B Tyler White SS Marwin González 2B Greg Garcia,,Yadier Molina,C,11.81%,3
23,1156245374,FreeSoda (3/7),0,127.65,P Clayton Kershaw P Robbie Ray OF Giancarlo Stanton 3B Matt Chapman 1B Greg Bird 2B Neil Walker OF Marwin González OF Chad Pinder SS Ronald Torreyes C Jonathan Lucroy,,Charlie Blackmon,OF,11.39%,9
23,1156293578,t5662jp (3/7),0,127.65,P Clayton Kershaw P Robbie Ray OF Giancarlo Stanton 3B Matt Chapman 1B Yonder Alonso OF Stephen Piscotty OF Ramón Laureano 2B Chad Pinder SS Greg Garcia C Jonathan Lucroy,,Mike Fiers,P,10.97%,24.55
25,1156273524,spendstermcg,0,127.55,P Sonny Gray P Wei-Yin Chen OF Charlie Blackmon OF Christian Yelich OF Michael Brantley 3B Justin Turner 2B Jose Altuve C Yasmani Grandal 1B Eric Hosmer SS Freddy Galvis,,Neil Walker,2B,10.97%,0
26,1156310612,LethargicLinemen (2/7),0,127.5,P Clayton Kershaw P Wei-Yin Chen OF Charlie Blackmon 1B Max Muncy 2B DJ LeMahieu 3B Matt Chapman C Yadier Molina OF Alex Gordon SS Greg Garcia OF Rosell Herrera,,Tyler White,1B,10.55%,0
26,1156537880,cdodson50,0,127.5,P Aníbal Sánchez P German Márquez OF Christian Yelich 1B Jesús Aguilar OF Lorenzo Cain OF Starling Marte 2B Travis Shaw 3B Mike Moustakas SS Marwin González C Jonathan Lucroy,,Sonny Gray,P,10.13%,29.85
28,1156326912,joshgrabeel (1/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Chris Davis,1B,9.70%,3
28,1156326916,joshgrabeel (2/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Nolan Arenado,3B,9.70%,16
28,1156328814,joshgrabeel (3/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Steven Souza Jr.,OF,8.86%,4
28,1156328824,joshgrabeel (4/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Jhoulys Chacín,P,8.86%,14.3
28,1156328827,joshgrabeel (5/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Jake Cave,OF,8.44%,0
28,1156328833,joshgrabeel (6/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Mike Zunino,C,8.02%,4
28,1156328845,joshgrabeel (7/7),0,126.5,P Mike Fiers P John Gant OF Khris Davis 3B Justin Turner 1B Max Muncy OF Nelson Cruz OF Cody Bellinger 2B Jose Altuve SS Dansby Swanson C Mike Zunino,,Eduardo Escobar,3B,8.02%,14
35,1156345822,mrohrbach73 (2/7),0,126.1,P Clayton Kershaw P Jhoulys Chacín 3B Nolan Arenado OF Harrison Bader 2B Jonathan Villar OF Trey Mancini SS Marwin González C Tony Wolters 1B Chris Davis OF Craig Gentry,,Yan Gomes,C,8.02%,3
36,1156491704,Chowzor,0,125.7,P Robbie Ray P Sonny Gray OF Charlie Blackmon OF Khris Davis OF Carlos González 1B José Martínez SS Marcus Semien 3B Matt Chapman 2B Chad Pinder C Jonathan Lucroy,,Justin Verlander,P,7.59%,18.7
37,1156318241,Emac (6/7),0,125.65,P Clayton Kershaw P Robbie Ray 1B Paul Goldschmidt SS Eduardo Escobar OF Steven Souza Jr. 2B Ketel Marte OF Marwin González OF Mark Canha 3B Taylor Ward C Jonathan Lucroy,,Justin Turner,3B,7.59%,14
38,1156529587,Bigb16 (3/7),0,124.65,P Clayton Kershaw P Sonny Gray OF Carlos González OF Eddie Rosario 1B José Martínez SS Jorge Polanco 3B Miguel Sanó OF Jake Cave 2B Logan Forsythe C Jonathan Lucroy,,Paul Goldschmidt,1B,7.17%,3
39,1156318381,LethargicLinemen (4/7),0,124.5,P Clayton Kershaw P Wei-Yin Chen OF Giancarlo Stanton 1B Cody Bellinger SS Marcus Semien 3B Matt Chapman C Yadier Molina OF Marwin González OF Craig Gentry 2B Greg Garcia,,Tyler O'Neill,OF,7.17%,0
40,1156445216,gerome.chessen (6/7),0,124.2,P German Márquez P Sonny Gray OF Aaron Hicks SS Francisco Lindor 3B Miguel Andújar 2B DJ LeMahieu OF Starling Marte 1B Greg Bird OF Mark Canha C Jonathan Lucroy,,Alex Bregman,3B,7.17%,18
41,1156430321,hardhatman (2/7),0,124,P Aníbal Sánchez P Robbie Ray OF Mike Trout 2B Kolten Wong 3B Matt Chapman SS Carlos Correa OF Stephen Piscotty OF Marwin González 1B Lucas Duda C Jonathan Lucroy,,Ronald Torreyes,SS,7.17%,3
42,1156134441,Nycsourdiesel,0,123.95,P Clayton Kershaw P Aníbal Sánchez 3B Max Muncy SS Johan Camargo OF Ramón Laureano OF Josh Reddick 1B Tyler White C Martín Maldonado OF Marwin González 2B Chad Pinder,,Matt Carpenter,3B,6.75%,10
43,1156429865,penninop (3/7),0,122.65,P Clayton Kershaw P Robbie Ray 3B Matt Carpenter C J.T. Realmuto SS Adalberto Mondesi 1B Ryan O'Hearn 2B Chad Pinder OF Alex Gordon OF Jorge Bonifacio OF Rosell Herrera,,Tony Wolters,C,6.75%,11
44,1156488625,GiveBaronYourMoney (1/7),0,122.4,P Justin Verlander P Wei-Yin Chen OF David Peralta OF Khris Davis 3B Matt Chapman OF Ramón Laureano 1B Tyler White 2B Chad Pinder SS Greg Garcia C Jonathan Lucroy,,German Márquez,P,6.75%,31.35
44,1156498270,GiveBaronYourMoney (2/7),0,122.4,P Justin Verlander P Wei-Yin Chen OF David Peralta OF Khris Davis 3B Matt Chapman OF Ramón Laureano 1B Tyler White 2B Chad Pinder SS Greg Garcia C Jonathan Lucroy,,John Ryan Murphy,C,6.33%,6
46,1156195029,fivestarco (2/5),0,122.15,P Jhoulys Chacín P Sonny Gray 3B Miguel Andújar OF David Dahl 2B Jose Altuve OF Mitch Haniger OF Melky Cabrera 1B Matt Adams SS Nick Ahmed C Tony Wolters,,Ketel Marte,SS,6.33%,4
46,1156195031,fivestarco (3/5),0,122.15,P Jhoulys Chacín P Sonny Gray 3B Miguel Andújar OF David Dahl 2B Jose Altuve OF Mitch Haniger OF Melky Cabrera 1B Matt Adams SS Nick Ahmed C Tony Wolters,,José Martínez,1B,6.33%,3
48,1156363480,barbo29,0,121.5,P Clayton Kershaw P Wei-Yin Chen 3B Justin Turner 1B Max Muncy C Yasmani Grandal 2B Brian Dozier OF Stephen Piscotty SS Miguel Rojas OF Chad Pinder OF Craig Gentry,,Johan Camargo,SS,6.33%,0
49,1156138452,BigShotRobTX (3/7),0,120.95,P Clayton Kershaw P Aníbal Sánchez OF Gregory Polanco 3B Matt Chapman OF Corey Dickerson 1B Josh Bell SS Marwin González 2B Chad Pinder C Mike Zunino OF Mark Canha,,Edwin Encarnacion,1B,6.33%,3
50,1156432982,rarountree,0,120.7,P Mike Fiers P Aníbal Sánchez OF Khris Davis 2B Jed Lowrie 3B Alex Bregman 1B Yuli Gurriel SS Carlos Correa OF Stephen Piscotty OF Marwin González C Jonathan Lucroy,,Jason Kipnis,2B,6.33%,0
50,1156529591,Bigb16 (4/7),0,120.7,P Robbie Ray P Sonny Gray OF Giancarlo Stanton OF Aaron Hicks OF Brett Gardner 3B Max Muncy 1B Greg Bird SS Jorge Polanco 2B Neil Walker C Jonathan Lucroy,,Yonder Alonso,1B,6.33%,7
52,1156318430,LethargicLinemen (7/7),0,120.5,P Clayton Kershaw P Wei-Yin Chen OF Charlie Blackmon 1B Max Muncy 2B DJ LeMahieu SS Marcus Semien C Yadier Molina OF Mark Canha 3B Hunter Dozier OF Rosell Herrera,,Nelson Cruz,OF,5.91%,6
53,1156138454,BigShotRobTX (5/7),0,120,P Aníbal Sánchez P Robbie Ray OF Giancarlo Stanton OF Aaron Hicks 3B Miguel Andújar OF Brett Gardner 1B Tyler White SS Marwin González 2B Chad Pinder C Jonathan Lucroy,,Carlos Correa,SS,5.91%,0
54,1156317007,thisteamsucks (1/7),0,119.65,P Clayton Kershaw P Robbie Ray OF Khris Davis C Yadier Molina 2B Whit Merrifield OF Ramón Laureano SS Adalberto Mondesi 1B Lucas Duda OF Alex Gordon 3B Hunter Dozier,,Ronald Acuña Jr.,OF,5.91%,10
55,1156369646,Tractorgirl,0,119.5,P Justin Verlander P Clayton Kershaw 1B Lucas Duda 3B Colin Moran C Tony Wolters OF Jake Cave 2B Ronald Torreyes OF Magneuris Sierra OF Craig Gentry SS Greg Garcia,,Eddie Rosario,OF,5.91%,0
56,1156193052,mforo60 (3/7),0,118.95,P Clayton Kershaw P Aníbal Sánchez 3B Nolan Arenado OF Eric Thames 1B José Martínez OF Matt Adams SS Marwin González 2B Ronald Torreyes OF Craig Gentry C Jonathan Lucroy,,Francisco Lindor,SS,5.91%,0
57,1156291225,toomuch2525,0,118.2,P German Márquez P Sonny Gray OF Nelson Cruz 1B Freddie Freeman SS Jean Segura 3B Alex Bregman OF Lorenzo Cain 2B Ozzie Albies OF Nick Markakis C Manny Piña,,Hernán Pérez,OF,5.91%,0
58,1156440002,hardhatman (7/7),0,118,P Aníbal Sánchez P Robbie Ray OF Charlie Blackmon 2B Jose Altuve 1B José Martínez SS Carlos Correa 3B Johan Camargo OF Ramón Laureano OF Marwin González C Jonathan Lucroy,,Yasmani Grandal,C,5.49%,0
59,1156341931,jpadre69,0,117.85,P Justin Verlander P Andrew Cashner OF Ronald Acuña Jr. OF Khris Davis OF Eddie Rosario 3B Mike Moustakas 2B Adalberto Mondesi 1B Ryan O'Hearn SS Marwin González C Austin Hedges,,Ramón Laureano,OF,5.49%,13
60,1156295462,dbash12 (1/4),0,117,P Aníbal Sánchez P Robbie Ray 3B Justin Turner SS Manny Machado 1B Max Muncy OF Cody Bellinger 2B Brian Dozier OF Nick Markakis OF Kole Calhoun C Jonathan Lucroy,,Freddie Freeman,1B,5.49%,5
61,1156488739,sschlett12,0,116.7,P Mike Fiers P Aníbal Sánchez OF Khris Davis OF Gregory Polanco OF Mitch Haniger 3B Matt Chapman 2B Robinson Canó 1B Tyler White C Martín Maldonado SS Marwin González,,Trey Mancini,OF,5.49%,17
62,1156146528,cptnspaulding (3/7),0,116.25,P Corey Kluber P Sonny Gray OF Khris Davis 3B Alex Bregman 2B Jose Altuve 1B Tyler White C Martín Maldonado SS Marwin González OF Chad Pinder OF Mark Canha,,Christian Yelich,OF,5.49%,14
63,1156405997,melmarco (3/5),0,115.1,P Justin Verlander P Corey Kluber OF Rafael Ortega SS Marwin González 1B Lucas Duda OF Austin Dean 3B Tim Beckham 2B José Pirela OF Mark Canha C Jonathan Lucroy,,Brian Dozier,2B,5.06%,3
64,1156309290,charlesrayallday (7/7),0,114.65,P Clayton Kershaw P Robbie Ray 1B Edwin Encarnacion OF Eddie Rosario 3B Matt Chapman OF Matt Adams OF Stephen Piscotty SS Marwin González 2B Logan Forsythe C Jonathan Lucroy,,Mike Moustakas,3B,5.06%,5
65,1156325064,thisteamsucks (5/7),0,114.55,P Robbie Ray P Wei-Yin Chen 1B Paul Goldschmidt OF Khris Davis OF A.J. Pollock SS Eduardo Escobar 2B Jose Altuve 3B Matt Chapman OF Steven Souza Jr. C John Ryan Murphy,,Alex Gordon,OF,5.06%,0
66,1156138455,BigShotRobTX (6/7),0,114,P Aníbal Sánchez P Robbie Ray OF Giancarlo Stanton OF Aaron Hicks 3B Miguel Andújar OF Brett Gardner 1B Matt Adams SS Marwin González 2B Logan Forsythe C Jonathan Lucroy,,Austin Dean,OF,5.06%,0
67,1156199122,mforo60 (5/7),0,113.95,P Clayton Kershaw P Aníbal Sánchez OF Mike Trout 3B Nolan Arenado 1B José Martínez OF Mark Canha OF Craig Gentry 2B Logan Forsythe SS Greg Garcia C Jonathan Lucroy,,José Ramírez,3B,5.06%,2
68,1156483637,melmarco (5/5),0,113.85,P Wei-Yin Chen P Andrew Cashner 1B Paul Goldschmidt 3B Nolan Arenado OF Giancarlo Stanton OF Khris Davis SS Manny Machado OF Mitch Haniger 2B Ozzie Albies C Martín Maldonado,,Nick Ahmed,SS,4.64%,8
69,1156146527,cptnspaulding (2/7),0,113.65,P Clayton Kershaw P Robbie Ray OF Eddie Rosario SS Marcus Semien 3B Matt Chapman OF Stephen Piscotty 1B Miguel Sanó OF Ramón Laureano 2B Logan Forsythe C Jonathan Lucroy,,Mitch Haniger,OF,4.64%,18
70,1156248303,FreeSoda (7/7),0,112.95,P Clayton Kershaw P Aníbal Sánchez OF Melky Cabrera 3B Matt Chapman 1B Yonder Alonso 2B Jason Kipnis C Yan Gomes SS Marwin González OF Chad Pinder OF Mark Canha,,Carlos González,OF,4.64%,17
71,1156345836,mrohrbach73 (4/7),0,111.95,P Clayton Kershaw P Aníbal Sánchez 3B Matt Carpenter OF Harrison Bader 2B Jonathan Villar OF Trey Mancini SS Marwin González 1B Chris Davis OF Craig Gentry C John Ryan Murphy,,Nick Markakis,OF,4.64%,3
72,1156493000,nader64 (4/4),0,111.9,P Mike Fiers P German Márquez OF Charlie Blackmon 3B Nolan Arenado 1B Max Muncy OF Cedric Mullins SS Johan Camargo 2B Jason Kipnis OF Manuel Margot C Caleb Joseph,,Rosell Herrera,OF,4.64%,3
73,1156559945,nyo420 (6/7),0,111.15,P Jhoulys Chacín P Robbie Ray OF Charlie Blackmon OF Giancarlo Stanton 3B Max Muncy SS Marcus Semien OF Matt Adams 1B Eric Hosmer 2B Chad Pinder C Jonathan Lucroy,,Corey Dickerson,OF,4.22%,0
74,1156193031,mforo60 (1/7),0,110.95,P Clayton Kershaw P Aníbal Sánchez 3B Nolan Arenado 1B Freddie Freeman OF Matt Adams 2B Neil Walker OF Chad Pinder OF Mark Canha SS Greg Garcia C Jonathan Lucroy,,Chris Taylor,SS,4.22%,5
75,1156529567,Bigb16 (1/7),0,110.7,P Robbie Ray P Sonny Gray OF Carlos González 3B Justin Turner OF Cody Bellinger OF Yasiel Puig 1B José Martínez C Yasmani Grandal 2B Brian Dozier SS Greg Garcia,,Lorenzo Cain,OF,4.22%,3
76,1156410547,KC_EMAW007,0,110.65,P Clayton Kershaw P Robbie Ray 3B Matt Chapman OF Steven Souza Jr. 1B Yonder Alonso OF Matt Adams 2B Hernán Pérez SS Marwin González C Tony Wolters OF Mark Canha,,Kurt Suzuki,C,4.22%,6
77,1156300536,phenomental,0,110.25,P Corey Kluber P Sonny Gray 1B Yonder Alonso 2B Starlin Castro OF Denard Span OF Nick Markakis C Austin Romine OF Ender Inciarte SS Jorge Polanco 3B Miguel Sanó,,Andrew Cashner,P,4.22%,11.15
78,1156345832,mrohrbach73 (3/7),0,109.5,P Justin Verlander P Clayton Kershaw 3B Matt Chapman OF Jace Peterson OF Mark Canha 1B Chris Davis SS Ronald Torreyes OF Craig Gentry 2B Greg Garcia C Jonathan Lucroy,,Manny Machado,SS,4.22%,21
79,1156472128,Mberk1717 (1/7),0,109.2,P Justin Verlander P Jameson Taillon 3B Alex Bregman 2B Jose Altuve OF Ramón Laureano SS Ketel Marte OF Austin Dean OF Jake Cave C John Ryan Murphy 1B Hunter Dozier,,Dansby Swanson,SS,4.22%,17
80,1156445158,gerome.chessen (4/7),0,109.15,P Jameson Taillon P Stephen Gonsalves OF Christian Yelich 3B Justin Turner SS Manny Machado 1B Freddie Freeman OF Cody Bellinger OF Mitch Haniger C Yasmani Grandal 2B Logan Forsythe,,A.J. Pollock,OF,3.80%,10
81,1156245377,FreeSoda (4/7),0,108.65,P Clayton Kershaw P Robbie Ray OF Giancarlo Stanton OF Brett Gardner 3B Matt Chapman 1B Neil Walker OF Mark Canha SS Ronald Torreyes 2B Logan Forsythe C Jonathan Lucroy,,Kolten Wong,2B,3.80%,0
82,1156425361,melmarco (4/5),0,108.25,P Corey Kluber P Robbie Ray 3B Nolan Arenado OF Giancarlo Stanton OF Khris Davis OF Marwin González 2B Logan Forsythe SS Greg Garcia C Austin Hedges 1B Hunter Dozier,,Martín Maldonado,C,3.80%,2
83,1156294240,mullaner,0,107.95,P Clayton Kershaw P Andrew Cashner OF Christian Yelich 3B Nolan Arenado OF Khris Davis 1B Edwin Encarnacion OF Chris Taylor SS Ronald Torreyes 2B Logan Forsythe C Jonathan Lucroy,,Travis Shaw,2B,3.80%,3
83,1156393280,angelchic14,0,107.95,P Clayton Kershaw P Aníbal Sánchez OF Ronald Acuña Jr. OF Steven Souza Jr. 1B Yonder Alonso OF Nick Markakis SS Andrelton Simmons 3B Willians Astudillo 2B Logan Forsythe C Jonathan Lucroy,,Miguel Andújar,3B,3.80%,6
85,1156310599,LethargicLinemen (1/7),0,107.5,P Clayton Kershaw P Wei-Yin Chen OF Michael Brantley 1B Cody Bellinger 3B Matt Chapman C Yadier Molina OF Stephen Piscotty SS Marwin González OF Alex Gordon 2B Logan Forsythe,,Cedric Mullins,OF,3.80%,0
86,1156492999,nader64 (3/4),0,107.25,P Jhoulys Chacín P John Gant OF Mike Trout OF Christian Yelich OF David Peralta SS Manny Machado 1B Max Muncy C Yadier Molina 2B Hernán Pérez 3B David Fletcher,,Miguel Rojas,3B,3.80%,5
87,1156245372,FreeSoda (2/7),0,106.65,P Clayton Kershaw P Robbie Ray SS Francisco Lindor OF Melky Cabrera 3B Matt Chapman 1B Yonder Alonso 2B Jason Kipnis OF Mark Canha OF Craig Gentry C Jonathan Lucroy,,Jameson Taillon,P,3.80%,28.5
87,1156549327,columbe13 (1/4),0,106.65,P Jameson Taillon P Aníbal Sánchez OF Ronald Acuña Jr. 2B Ozzie Albies SS Dansby Swanson 3B Matt Chapman C Kurt Suzuki 1B Yonder Alonso OF Adam Duvall OF Chad Pinder,,Jorge Polanco,SS,3.80%,5
89,1156457753,budg00d,0,106.5,P Clayton Kershaw P Wei-Yin Chen 2B Jose Altuve SS Marcus Semien 3B Matt Chapman OF Gerardo Parra 1B Greg Bird OF Derek Dietrich C Salvador Perez OF Mark Canha,,John Gant,P,3.80%,20.95
90,1156429863,penninop (1/7),0,106.35,P Jameson Taillon P Robbie Ray SS Manny Machado OF Tyler O'Neill OF Gregory Polanco C Yadier Molina OF Harrison Bader 1B Matt Adams 3B Johan Camargo 2B Greg Garcia,,Josh Reddick,OF,3.38%,11
91,1156283528,iculooking78 (4/4),0,106.2,P Clayton Kershaw P Corey Kluber 1B Matt Adams 2B Neil Walker OF Marwin González 3B Colin Moran C Tony Wolters OF Mark Canha OF Jake Cave SS Greg Garcia,,Melky Cabrera,OF,3.38%,10
92,1156445137,gerome.chessen (3/7),0,106.15,P Clayton Kershaw P German Márquez OF Lorenzo Cain 2B Brian Dozier 3B Matt Chapman OF Stephen Piscotty 1B Tyler White C Martín Maldonado OF Marwin González SS Ronald Torreyes,,Mike Trout,OF,3.38%,10
92,1156559938,nyo420 (4/7),0,106.15,P Jhoulys Chacín P Robbie Ray OF Charlie Blackmon OF Giancarlo Stanton 3B Alex Bregman SS Marcus Semien OF Matt Adams 1B Albert Pujols 2B Chad Pinder C Jonathan Lucroy,,Jaime Barria,P,3.38%,-3.45
92,1156559947,nyo420 (7/7),0,106.15,P Jhoulys Chacín P Robbie Ray OF Charlie Blackmon OF Giancarlo Stanton 3B Alex Bregman SS Marcus Semien OF Matt Adams 1B Tyler White 2B Chad Pinder C Jonathan Lucroy,,Jonathan Villar,2B,3.38%,0
95,1155894854,Patrick_Star (5/7),0,105.7,P Mike Fiers P Aníbal Sánchez 1B Max Muncy 3B Eduardo Escobar OF Cody Bellinger OF Yasiel Puig 2B Brian Dozier OF Steven Souza Jr. SS Ketel Marte C John Ryan Murphy,,David Fletcher,3B,3.38%,0
96,1156272555,danno_35 (1/2),0,105.65,P Clayton Kershaw P Robbie Ray OF Khris Davis 3B Matt Chapman 2B Gleyber Torres SS Johan Camargo 1B Ryan O'Hearn OF Austin Dean OF Jake Cave C Jonathan Lucroy,,Caleb Joseph,C,3.38%,0
97,1156199130,mforo60 (7/7),0,104.95,P Clayton Kershaw P Aníbal Sánchez 3B Nolan Arenado OF Giancarlo Stanton OF Matt Adams 1B Neil Walker OF Craig Gentry 2B Logan Forsythe SS Greg Garcia C Jonathan Lucroy,,Ozzie Albies,2B,3.38%,3
98,1156482728,Mberk1717 (7/7),0,104.85,P Justin Verlander P Aníbal Sánchez 3B Alex Bregman 2B Jose Altuve OF Corey Dickerson 1B Tyler White SS Ronald Torreyes OF Manuel Margot OF Craig Gentry C Jonathan Lucroy,,Rafael Ortega,OF,3.38%,10
99,1156529577,Bigb16 (2/7),0,104.7,P Robbie Ray P Sonny Gray SS Manny Machado 3B Max Muncy 1B Cody Bellinger OF Eddie Rosario C Yasmani Grandal 2B Brian Dozier OF Steven Souza Jr. OF Mark Canha,,Lucas Duda,1B,3.38%,26
